type,fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label
white,8.0,0.31,4.7,3.0,127.0,0.99186,0.37,0.038,0.72,2.9,12.1,0
white,6.7,0.34,8.9,32.0,111.0,0.99455,0.28,0.048,0.54,3.25,11.0,1
white,6.0,0.29,3.1,37.0,144.0,0.98944,0.26,0.041,0.39,3.22,12.8,1
white,6.4,0.49,5.8,25.0,120.0,0.9942,0.24,0.053,0.98,3.01,10.5,1
white,6.4,0.49,5.8,25.0,120.0,0.9942,0.24,0.053,0.98,3.01,10.5,1
white,6.4,0.49,5.8,25.0,120.0,0.9942,0.24,0.053,0.98,3.01,10.5,1
white,6.4,0.57,1.0,21.0,122.0,0.99238,0.25,0.062,0.4,3.0,9.5,0
white,6.1,0.48,15.8,25.0,94.0,0.99782,0.25,0.052,0.45,3.07,9.2,1
white,6.8,0.35,1.5,40.0,117.0,0.99111,0.14,0.047,0.72,3.07,11.1,1
white,6.5,0.26,5.2,33.0,112.0,0.99067,0.38,0.042,0.5,3.06,12.3,1
white,6.8,0.35,1.5,40.0,117.0,0.99111,0.14,0.047,0.72,3.07,11.1,1
white,5.4,0.32,2.5,10.0,51.0,0.98878,0.15,0.037,0.58,3.04,12.6,1
white,6.4,0.57,1.0,21.0,122.0,0.99238,0.25,0.062,0.4,3.0,9.5,0
white,6.1,0.48,15.8,25.0,94.0,0.99782,0.25,0.052,0.45,3.07,9.2,1
white,6.8,0.32,5.9,40.0,152.0,0.9938,0.22,0.054,0.57,3.2,10.8,1
white,7.2,0.29,3.1,39.0,122.0,0.99143,0.21,0.044,0.6,3.0,11.3,1
white,6.0,0.29,3.1,37.0,144.0,0.98944,0.26,0.041,0.39,3.22,12.8,1
white,6.4,0.49,5.8,25.0,120.0,0.9942,0.24,0.053,0.98,3.01,10.5,1
white,6.5,0.24,11.5,56.0,171.0,0.99588,0.46,0.051,0.56,3.08,9.8,1
white,6.5,0.48,18.0,56.0,183.0,1.00038,0.18,0.054,0.61,2.98,8.5,1
white,6.2,0.12,4.8,6.0,97.0,0.99424,0.32,0.054,0.5,3.16,9.3,0
white,7.2,0.24,8.5,45.0,151.0,0.99626,0.4,0.055,0.52,3.2,9.2,0
white,5.9,0.24,1.6,32.0,115.0,0.99076,0.23,0.037,0.51,3.21,11.4,1
white,6.4,0.48,18.0,56.0,183.0,1.00038,0.18,0.054,0.61,2.98,8.5,1
white,6.2,0.12,4.8,6.0,97.0,0.99424,0.32,0.054,0.5,3.16,9.3,0
white,6.4,0.12,5.9,6.0,91.0,0.99536,0.37,0.056,0.46,3.06,8.4,0
white,7.0,0.42,1.1,35.0,100.0,0.99318,0.23,0.062,0.4,3.04,9.2,0
white,7.2,0.24,8.5,45.0,151.0,0.99626,0.4,0.055,0.52,3.2,9.2,0
white,7.6,0.37,13.1,52.0,151.0,0.99726,0.19,0.033,0.79,3.18,10.4,1
white,6.0,0.27,4.1,50.0,147.0,0.99126,0.28,0.046,0.56,3.27,11.6,1
white,6.2,0.45,2.9,37.0,94.0,0.98998,0.32,0.029,0.6,3.25,12.4,1
white,7.6,0.37,13.1,52.0,151.0,0.99726,0.19,0.033,0.79,3.18,10.4,1
white,6.4,0.26,1.1,22.0,176.0,0.99304,0.26,0.052,0.54,3.09,9.3,0
white,5.9,0.27,1.5,37.0,81.0,0.9892,0.25,0.029,0.46,3.2,12.2,1
white,6.1,0.3,7.75,33.0,139.0,0.99296,0.28,0.031,0.46,3.22,11.0,1
white,6.9,0.38,1.15,30.0,105.0,0.99047,0.19,0.023,0.38,3.11,11.4,0
white,6.4,0.57,1.0,15.0,120.0,0.9924,0.29,0.06,0.41,3.06,9.5,0
white,6.8,0.22,17.8,16.0,116.0,0.9989,0.27,0.034,0.53,3.07,9.2,0
white,7.5,0.38,5.7,23.0,125.0,0.99338,0.26,0.021,0.62,3.13,11.1,1
white,6.8,0.22,17.8,16.0,116.0,0.9989,0.27,0.034,0.53,3.07,9.2,0
white,6.4,0.22,7.4,53.0,172.0,0.99404,0.2,0.032,0.58,3.24,11.0,1
white,7.3,0.22,1.4,40.0,177.0,0.99287,0.33,0.041,0.48,3.14,9.9,0
white,7.3,0.22,1.4,43.0,176.0,0.99286,0.34,0.044,0.46,3.14,9.9,0
white,6.4,0.57,1.0,15.0,120.0,0.9924,0.29,0.06,0.41,3.06,9.5,0
white,6.1,0.16,4.4,8.0,109.0,0.99058,1.1,0.033,0.47,3.35,12.4,0
white,6.3,0.29,1.6,48.0,185.0,0.9934,0.24,0.052,0.5,3.21,9.4,0
white,6.2,0.22,7.9,45.0,149.0,0.99545,0.24,0.053,0.52,3.23,9.3,0
white,7.4,0.27,15.5,25.0,135.0,0.9984,0.16,0.05,0.43,2.9,8.7,1
white,7.4,0.27,15.5,25.0,135.0,0.9984,0.16,0.05,0.43,2.9,8.7,1
white,7.4,0.27,15.5,25.0,135.0,0.9984,0.16,0.05,0.43,2.9,8.7,1
white,7.4,0.27,15.5,25.0,135.0,0.9984,0.16,0.05,0.43,2.9,8.7,1
white,7.2,0.28,17.55,33.0,154.0,0.99971,0.17,0.05,0.43,2.94,9.0,1
white,6.9,0.35,13.5,49.0,118.0,0.99546,0.19,0.038,0.63,3.0,10.7,1
white,6.9,0.35,13.5,49.0,118.0,0.99546,0.19,0.038,0.63,3.0,10.7,1
white,6.8,0.36,1.3,32.0,98.0,0.99058,0.16,0.034,0.58,3.02,11.3,1
white,7.4,0.27,15.5,25.0,135.0,0.9984,0.16,0.05,0.43,2.9,8.7,1
white,6.8,0.27,11.6,22.0,97.0,0.99314,0.3,0.028,0.38,2.96,11.7,1
white,6.2,0.22,7.9,45.0,149.0,0.99545,0.24,0.053,0.52,3.23,9.3,0
white,7.4,0.27,15.5,25.0,135.0,0.9984,0.16,0.05,0.43,2.9,8.7,1
white,7.2,0.28,17.55,33.0,154.0,0.99971,0.17,0.05,0.43,2.94,9.0,1
white,6.8,0.27,11.6,22.0,97.0,0.99314,0.3,0.028,0.38,2.96,11.7,1
white,6.5,0.18,13.15,25.0,131.0,0.99565,0.43,0.032,0.51,3.23,10.7,0
white,6.6,0.36,1.9,38.0,110.0,0.99056,0.17,0.036,0.54,3.05,11.4,1
white,6.9,0.35,13.5,49.0,118.0,0.99546,0.19,0.038,0.63,3.0,10.7,1
white,6.8,0.36,1.3,32.0,98.0,0.99058,0.16,0.034,0.58,3.02,11.3,1
white,6.4,0.01,6.1,20.0,70.0,0.99362,0.41,0.048,0.42,3.19,10.0,0
white,6.4,0.01,6.1,20.0,70.0,0.99362,0.41,0.048,0.42,3.19,10.0,0
white,7.4,0.32,1.9,27.0,119.0,0.99196,0.36,0.036,0.49,3.15,11.2,1
white,6.1,0.21,1.9,44.0,130.0,0.99255,0.17,0.09,0.41,3.07,9.7,0
white,5.5,0.21,1.6,23.0,85.0,0.99027,0.28,0.032,0.42,3.42,12.5,0
white,6.6,0.26,11.3,32.0,110.0,0.99302,0.5,0.029,0.78,3.27,12.9,2
white,7.1,0.27,8.4,60.0,160.0,0.99257,0.44,0.057,0.36,3.16,11.8,1
white,6.9,0.28,8.3,22.0,166.0,0.99506,0.38,0.062,0.72,3.16,10.6,0
white,7.1,0.27,8.4,60.0,160.0,0.99257,0.44,0.057,0.36,3.16,11.8,1
white,6.2,0.28,12.2,54.0,133.0,0.9952,0.24,0.049,0.37,3.19,10.7,1
white,6.1,0.27,8.0,41.0,162.0,0.99498,0.28,0.048,0.51,3.21,9.9,0
white,7.6,0.32,1.3,23.0,76.0,0.9903,0.26,0.048,0.46,2.96,12.0,1
white,7.5,0.38,12.7,70.5,163.0,0.99706,0.16,0.043,0.82,3.15,10.4,1
white,6.5,0.16,1.3,11.0,107.0,0.99398,0.36,0.054,0.39,3.19,8.5,0
white,6.6,0.19,10.5,15.0,82.0,0.99588,0.35,0.06,0.38,3.13,9.9,0
white,5.7,0.26,12.5,52.5,120.0,0.99691,0.25,0.049,0.45,3.08,9.4,1
white,7.4,0.26,9.6,33.0,134.0,0.99608,0.37,0.05,0.46,3.13,10.4,0
white,5.7,0.21,1.5,21.0,108.0,0.99142,0.25,0.044,0.59,3.3,11.0,1
white,5.8,0.21,1.5,21.0,110.0,0.99138,0.23,0.044,0.57,3.3,11.0,1
white,5.4,0.28,7.8,27.0,91.0,0.99432,0.265,0.052,0.38,3.19,10.4,1
white,5.7,0.27,10.8,58.0,116.0,0.99592,0.25,0.05,0.5,3.1,9.8,1
white,5.7,0.26,12.5,52.5,106.0,0.99691,0.25,0.049,0.45,3.08,9.4,1
white,5.9,0.28,8.6,37.0,142.0,0.99432,0.23,0.046,0.53,3.23,10.6,1
white,6.2,0.32,1.2,32.0,185.0,0.99266,0.3,0.052,0.44,3.28,10.1,0
white,6.5,0.24,14.5,20.0,96.0,0.99456,0.33,0.048,0.3,3.06,11.5,2
white,7.4,0.29,3.7,14.0,73.0,0.9915,0.26,0.048,0.45,3.06,11.4,1
white,7.0,0.4,1.1,30.0,93.0,0.99322,0.2,0.058,0.38,3.03,9.2,1
white,6.5,0.42,1.1,33.0,101.0,0.9927,0.21,0.059,0.38,3.12,9.7,1
white,7.3,0.27,3.8,16.0,79.0,0.99173,0.25,0.047,0.46,3.07,11.3,1
white,6.8,0.24,4.6,36.0,127.0,0.99412,0.27,0.098,0.49,3.15,9.6,1
white,6.7,0.3,10.2,44.0,179.0,0.99666,0.24,0.07,0.46,2.86,8.9,1
white,6.4,0.28,7.9,21.0,82.0,0.99425,0.14,0.057,0.36,3.26,10.0,1
white,6.4,0.2,2.4,19.0,112.0,0.99314,0.5,0.059,0.4,3.18,9.2,1
white,6.6,0.27,10.7,20.0,103.0,0.99672,0.41,0.11,0.41,3.08,9.0,1
white,6.4,0.28,4.9,29.0,98.0,0.99024,0.25,0.03,0.58,3.09,12.8,1
white,6.6,0.27,10.7,20.0,103.0,0.99672,0.41,0.11,0.41,3.08,9.0,1
white,8.0,0.35,1.1,13.0,136.0,0.99366,0.25,0.054,0.55,3.08,9.5,0
white,6.4,0.28,7.9,21.0,82.0,0.99425,0.14,0.057,0.36,3.26,10.0,1
white,6.6,0.34,5.6,30.0,140.0,0.99299,0.21,0.046,0.38,3.22,11.0,0
white,6.4,0.2,2.4,19.0,112.0,0.99314,0.5,0.059,0.4,3.18,9.2,1
white,6.3,0.23,14.2,24.0,99.0,0.99528,0.29,0.037,0.38,3.08,10.6,1
white,6.9,0.23,9.5,54.0,166.0,0.99568,0.37,0.057,0.42,3.23,10.0,0
white,6.9,0.23,9.5,54.0,166.0,0.99568,0.37,0.057,0.42,3.23,10.0,0
white,5.7,0.28,4.1,22.0,86.0,0.99062,0.31,0.03,0.38,3.31,11.7,1
white,6.9,0.27,4.7,17.0,80.0,0.99058,0.45,0.035,0.36,3.12,12.5,1
white,6.9,0.45,1.4,36.0,122.0,0.99059,0.3,0.039,0.47,3.07,11.1,1
white,5.3,0.56,0.9,46.0,141.0,0.99119,0.23,0.041,0.62,3.16,9.7,0
white,6.8,0.26,20.3,45.0,150.0,0.99727,0.3,0.037,0.38,3.04,12.3,1
white,6.7,0.42,3.5,43.0,105.0,0.99021,0.28,0.035,0.38,3.18,12.2,1
white,5.0,0.22,2.7,46.0,153.0,0.99238,0.255,0.043,0.76,3.75,11.3,1
white,7.6,0.27,1.2,23.0,193.0,0.99164,0.4,0.053,0.38,3.22,11.6,0
white,5.5,0.25,1.2,18.0,75.0,0.99006,0.21,0.04,0.56,3.31,11.3,1
white,6.0,0.25,2.0,30.0,95.0,0.99078,0.2,0.041,0.56,3.27,11.1,1
white,6.1,0.29,1.1,32.0,92.0,0.99036,0.17,0.041,0.57,3.26,11.2,1
white,7.5,0.29,1.5,35.0,107.0,0.99123,0.21,0.046,0.45,3.15,11.3,1
white,7.3,0.32,1.2,29.0,94.0,0.98978,0.26,0.041,0.45,3.07,12.0,1
white,6.2,0.2,18.1,33.0,158.0,0.99908,0.35,0.069,0.5,3.15,8.8,1
white,6.2,0.2,18.1,33.0,158.0,0.99908,0.35,0.069,0.5,3.15,8.8,1
white,6.5,0.31,3.6,19.0,143.0,0.99022,0.43,0.046,0.34,3.15,12.0,2
white,6.5,0.31,3.5,22.0,147.0,0.99024,0.4,0.046,0.31,3.15,12.0,1
white,7.4,0.5,12.1,48.0,122.0,0.9973,0.28,0.049,0.44,3.01,9.0,0
white,6.3,0.22,17.45,42.0,151.0,0.99853,0.23,0.054,0.6,3.12,9.3,1
white,6.2,0.25,12.1,33.0,171.0,0.99769,0.34,0.059,0.56,3.14,8.7,1
white,6.6,0.32,3.0,13.0,75.0,0.98954,0.44,0.095,0.63,3.1,12.8,1
white,6.0,0.36,1.6,23.0,72.0,0.98974,0.13,0.052,0.5,3.1,11.5,1
white,6.3,0.23,5.7,44.0,147.0,0.99382,0.17,0.048,0.54,3.08,10.0,0
white,6.3,0.22,5.6,45.0,147.0,0.99383,0.18,0.047,0.54,3.09,10.0,0
white,6.7,0.34,6.8,51.0,215.0,0.99538,0.31,0.059,0.56,3.33,10.3,0
white,6.6,0.32,15.6,62.0,227.0,0.99734,0.33,0.054,0.56,3.25,10.4,0
white,6.3,0.31,6.0,18.0,68.0,0.98981,0.34,0.02,0.29,3.22,13.4,1
white,6.8,0.32,1.8,18.0,130.0,0.99095,0.29,0.032,0.62,3.05,11.2,1
white,7.4,0.26,8.6,47.0,206.0,0.9964,0.31,0.048,0.36,3.26,9.1,0
white,7.4,0.26,8.6,47.0,206.0,0.9964,0.31,0.048,0.36,3.26,9.1,0
white,5.7,0.27,11.5,24.0,120.0,0.99411,0.25,0.04,0.31,3.33,10.8,1
white,6.8,0.28,7.8,26.0,89.0,0.9915,0.27,0.038,0.34,3.24,12.5,1
white,5.9,0.24,2.4,27.0,132.0,0.99234,0.26,0.046,0.73,3.63,11.3,0
white,5.9,0.23,5.0,20.0,128.0,0.99016,0.65,0.035,0.48,3.46,12.8,1
white,7.4,0.26,8.6,47.0,206.0,0.9964,0.31,0.048,0.36,3.26,9.1,0
white,6.6,0.32,1.5,8.0,72.0,0.98949,0.23,0.041,0.39,3.22,12.7,1
white,6.8,0.35,5.4,53.0,143.0,0.99287,0.18,0.054,0.54,3.1,11.0,1
white,6.8,0.29,11.9,51.0,149.0,0.99544,0.28,0.052,0.58,3.02,10.4,1
white,6.8,0.29,11.9,51.0,149.0,0.99544,0.28,0.052,0.58,3.02,10.4,1
white,5.9,0.27,9.0,43.0,136.0,0.9941,0.27,0.051,0.53,3.25,10.7,1
white,6.1,0.28,10.0,56.0,131.0,0.994,0.25,0.055,0.35,3.22,10.9,1
white,6.8,0.29,11.9,51.0,149.0,0.99544,0.28,0.052,0.58,3.02,10.4,1
white,6.8,0.29,11.9,54.0,160.0,0.99546,0.26,0.052,0.58,3.03,10.4,1
white,7.1,0.29,15.5,56.0,115.5,0.99737,0.13,0.064,0.41,3.16,9.7,1
white,6.8,0.35,5.4,53.0,143.0,0.99287,0.18,0.054,0.54,3.1,11.0,1
white,6.2,0.25,15.0,8.0,120.0,0.99767,0.2,0.055,0.53,3.19,9.6,1
white,5.8,0.28,1.4,40.0,76.0,0.98711,0.24,0.038,0.29,3.1,13.9,1
white,7.6,0.31,9.4,6.0,194.0,0.99714,0.48,0.046,0.61,3.07,9.4,0
white,7.4,0.32,3.7,29.0,193.0,0.99134,0.26,0.032,0.67,3.1,12.5,1
white,6.2,0.25,15.0,8.0,120.0,0.99767,0.2,0.055,0.53,3.19,9.6,1
white,6.1,0.47,1.4,50.0,187.0,0.9927,0.3,0.049,0.45,3.19,9.5,0
white,6.2,0.5,6.5,61.0,186.0,0.9948,0.32,0.048,0.45,3.19,9.6,0
white,6.1,0.47,1.4,50.0,187.0,0.9927,0.3,0.049,0.45,3.19,9.5,0
white,6.3,0.52,6.3,63.0,186.0,0.99481,0.34,0.047,0.44,3.18,9.6,0
white,7.4,0.3,13.7,33.0,168.0,0.99825,0.16,0.056,0.44,2.9,8.7,1
white,7.4,0.3,13.7,33.0,168.0,0.99825,0.16,0.056,0.44,2.9,8.7,1
white,7.4,0.3,13.7,33.0,168.0,0.99825,0.16,0.056,0.44,2.9,8.7,1
white,7.4,0.3,13.7,33.0,168.0,0.99825,0.16,0.056,0.44,2.9,8.7,1
white,7.4,0.3,13.7,33.0,168.0,0.99825,0.16,0.056,0.44,2.9,8.7,1
white,7.4,0.3,13.7,33.0,168.0,0.99825,0.16,0.056,0.44,2.9,8.7,1
white,7.2,0.38,1.5,12.0,120.0,0.99192,0.26,0.061,0.46,3.18,10.4,0
white,7.0,0.35,1.6,13.0,119.0,0.99184,0.31,0.063,0.5,3.22,10.7,0
white,6.6,0.35,1.4,23.0,83.0,0.99019,0.22,0.05,0.48,3.17,12.0,1
white,5.8,0.31,3.5,35.0,158.0,0.98998,0.23,0.044,0.37,3.19,12.1,1
white,6.3,0.32,1.0,39.0,118.0,0.98886,0.17,0.04,0.4,3.31,13.1,2
white,6.0,0.26,1.4,30.0,104.0,0.98998,0.19,0.039,0.41,3.32,12.4,1
white,6.7,0.34,1.5,45.0,123.0,0.98949,0.21,0.035,0.36,3.24,12.6,1
white,7.4,0.3,13.7,33.0,168.0,0.99825,0.16,0.056,0.44,2.9,8.7,1
white,6.6,0.37,1.6,31.0,101.0,0.99009,0.22,0.04,0.66,3.15,12.0,0
white,6.8,0.27,5.2,14.0,169.0,0.99252,0.34,0.06,0.57,3.27,11.6,1
white,6.3,0.22,11.9,65.0,179.0,0.99659,0.24,0.05,0.58,3.06,9.3,1
white,6.9,0.39,2.4,25.0,157.0,0.99133,0.35,0.048,0.54,3.2,11.1,1
white,6.8,0.33,3.2,68.0,161.0,0.99324,0.24,0.049,0.69,3.1,10.2,1
white,6.4,0.33,1.7,35.0,113.0,0.99164,0.25,0.037,0.66,3.23,10.6,1
white,5.8,0.33,4.2,49.0,133.0,0.99107,0.19,0.038,0.42,3.16,11.3,1
white,6.9,0.4,15.4,81.0,198.0,0.9986,0.24,0.052,0.69,3.2,9.4,0
white,6.5,0.61,13.0,31.0,123.0,0.99708,0.31,0.053,0.5,3.09,9.3,1
white,6.6,0.32,5.6,15.0,68.0,0.99163,0.25,0.039,0.52,2.96,11.1,1
white,7.5,0.56,9.7,15.0,170.0,0.99605,0.38,0.055,0.65,3.13,9.9,1
white,6.2,0.3,2.5,29.0,82.0,0.99065,0.3,0.041,0.61,3.31,11.8,1
white,6.4,0.28,4.0,24.0,81.0,0.9903,0.33,0.04,0.64,3.26,12.6,1
white,6.9,0.4,15.4,81.0,198.0,0.9986,0.24,0.052,0.69,3.2,9.4,0
white,7.6,0.32,1.2,23.0,72.0,0.99236,0.27,0.043,0.68,3.06,10.5,0
white,5.9,0.34,2.0,40.0,108.0,0.98948,0.24,0.037,0.5,3.19,12.3,1
white,5.3,0.3,1.2,25.0,119.0,0.99045,0.33,0.048,0.62,3.32,11.3,1
white,6.4,0.21,5.1,21.0,105.0,0.9939,0.21,0.097,0.46,3.07,9.6,0
white,7.0,0.3,1.4,14.0,63.0,0.98985,0.22,0.04,0.33,3.2,12.0,1
white,7.8,0.35,1.2,36.0,140.0,0.99138,0.27,0.05,0.45,3.09,11.2,0
white,6.7,0.24,6.5,28.0,100.0,0.99348,0.2,0.044,0.33,3.12,10.2,1
white,8.1,0.33,1.3,26.0,100.0,0.99066,0.27,0.045,0.44,2.98,12.4,1
white,6.7,0.24,6.5,28.0,100.0,0.99348,0.2,0.044,0.33,3.12,10.2,1
white,7.1,0.24,2.7,24.0,87.0,0.98862,0.45,0.04,0.38,2.94,13.4,2
white,5.8,0.29,1.3,25.0,68.0,0.98865,0.22,0.036,0.35,3.24,12.6,1
white,6.3,0.48,7.4,34.0,149.0,0.99472,0.3,0.053,0.53,3.18,9.8,0
white,7.9,0.53,12.9,63.0,139.0,0.99792,0.36,0.049,0.45,2.94,9.1,0
white,8.1,0.33,1.3,26.0,100.0,0.99066,0.27,0.045,0.44,2.98,12.4,1
white,8.0,0.33,1.2,28.0,101.0,0.99035,0.24,0.044,0.43,3.03,12.5,1
white,6.7,0.27,2.6,25.0,85.0,0.99086,0.41,0.033,0.34,3.05,11.7,1
white,6.7,0.31,2.3,37.0,113.0,0.99013,0.24,0.044,0.46,3.29,12.9,1
white,6.2,0.32,1.3,27.0,183.0,0.99266,0.3,0.054,0.43,3.3,10.1,0
white,6.9,0.38,10.5,33.0,139.0,0.99517,0.26,0.044,0.5,3.06,10.3,1
white,6.7,0.27,2.6,25.0,85.0,0.99086,0.41,0.033,0.34,3.05,11.7,1
white,5.9,0.2,14.4,29.0,144.0,0.99666,0.32,0.05,0.41,3.24,10.3,1
white,6.1,0.3,1.2,42.0,107.0,0.991,0.25,0.036,0.56,3.34,10.8,1
white,5.6,0.29,3.1,19.0,89.0,0.99068,0.23,0.023,0.51,3.25,11.2,1
white,6.6,0.32,1.7,26.0,102.0,0.99084,0.23,0.024,0.6,3.29,11.8,1
white,6.0,0.21,6.0,26.0,134.0,0.9939,0.17,0.05,0.54,3.08,9.8,1
white,7.1,0.42,11.8,32.0,193.0,0.99624,0.38,0.041,0.49,3.04,10.0,1
white,6.6,0.37,6.2,13.0,164.0,0.99602,0.31,0.052,0.39,3.24,8.8,0
white,6.5,0.53,1.4,5.0,69.0,0.9926,0.38,0.142,0.52,3.14,10.1,0
white,7.0,0.24,12.1,68.0,210.0,0.99718,0.44,0.056,0.5,3.05,9.5,0
white,7.0,0.24,12.1,68.0,210.0,0.99718,0.44,0.056,0.5,3.05,9.5,0
white,7.0,0.24,12.1,68.0,210.0,0.99718,0.44,0.056,0.5,3.05,9.5,0
white,6.1,0.14,3.9,27.0,113.0,0.99344,0.38,0.06,0.34,3.07,9.2,0
white,8.0,0.32,4.6,31.0,180.0,0.99184,0.33,0.041,0.74,2.92,12.2,1
white,7.0,0.24,12.1,68.0,210.0,0.99718,0.44,0.056,0.5,3.05,9.5,0
white,6.0,0.29,1.2,29.0,92.0,0.99033,0.19,0.046,0.53,3.22,11.3,1
white,6.3,0.34,8.1,44.0,129.0,0.99248,0.28,0.038,0.29,3.26,12.1,1
white,6.1,0.14,3.9,27.0,113.0,0.99344,0.38,0.06,0.34,3.07,9.2,0
white,5.3,0.11,1.1,6.0,51.0,0.99076,0.43,0.029,0.48,3.51,11.2,0
white,5.4,0.35,6.5,26.0,87.0,0.99092,0.22,0.029,0.44,3.29,12.5,1
white,6.2,0.27,10.1,38.0,187.0,0.99486,0.345,0.056,0.56,3.31,10.6,0
white,5.6,0.57,10.7,66.0,171.0,0.99464,0.255,0.056,0.61,3.25,10.4,1
white,5.2,0.27,3.2,16.0,93.0,0.99235,0.2,0.047,0.53,3.44,10.1,1
white,6.2,0.23,12.4,33.0,201.0,0.99612,0.29,0.048,0.56,3.11,9.9,1
white,6.3,0.25,5.2,11.0,133.0,0.99202,0.26,0.046,0.68,2.97,11.0,1
white,6.0,0.23,5.0,10.0,122.0,0.99261,0.22,0.045,0.63,2.94,10.0,1
white,7.5,0.37,2.5,29.0,89.0,0.98964,0.35,0.066,0.42,3.14,12.7,1
white,6.6,0.28,9.2,10.0,92.0,0.99206,0.39,0.036,0.35,3.07,12.1,1
white,6.3,0.33,6.9,23.0,118.0,0.9938,0.23,0.052,0.46,3.23,10.4,1
white,6.3,0.3,2.0,23.0,120.0,0.99204,0.22,0.05,0.47,3.24,10.4,1
white,6.4,0.18,15.0,21.0,116.0,0.99736,0.29,0.04,0.5,3.14,9.2,0
white,6.4,0.18,15.0,21.0,116.0,0.99736,0.29,0.04,0.5,3.14,9.2,0
white,7.5,0.3,1.2,27.0,80.0,0.99192,0.23,0.03,0.68,3.05,10.5,0
white,6.4,0.18,15.0,21.0,116.0,0.99736,0.29,0.04,0.5,3.14,9.2,0
white,5.7,0.36,1.8,38.0,90.0,0.99002,0.28,0.041,0.98,3.27,11.9,1
white,6.5,0.24,10.8,47.0,130.0,0.996,0.26,0.042,0.4,3.08,10.1,1
white,6.4,0.29,3.9,62.0,140.0,0.99237,0.27,0.034,0.59,3.1,11.1,1
white,5.9,0.29,4.2,69.0,144.0,0.99214,0.22,0.037,0.74,3.13,10.8,1
white,6.8,0.26,2.0,23.5,72.0,0.99041,0.26,0.019,0.47,3.16,11.8,1
white,7.6,0.48,13.5,44.0,116.0,0.9982,0.36,0.038,0.48,3.04,9.2,0
white,7.6,0.47,13.3,42.0,116.0,0.99822,0.35,0.037,0.5,3.04,9.2,0
white,5.7,0.26,2.2,21.0,95.0,0.9893,0.18,0.023,0.54,3.07,12.3,1
white,6.6,0.47,1.4,26.0,124.0,0.99274,0.36,0.145,0.56,3.09,10.1,1
white,5.9,0.2,1.6,26.0,114.0,0.99105,0.14,0.04,0.45,3.25,11.4,1
white,5.5,0.19,2.2,39.0,161.0,0.99209,0.23,0.044,0.43,3.19,10.4,1
white,6.7,0.26,14.8,44.0,95.0,0.99676,0.11,0.053,0.35,3.2,9.8,1
white,7.0,0.24,1.8,29.0,91.0,0.99251,0.24,0.047,0.43,3.3,9.9,1
white,6.7,0.26,14.8,44.0,95.0,0.99676,0.11,0.053,0.35,3.2,9.8,1
white,5.3,0.1,1.3,11.0,74.0,0.99082,0.47,0.036,0.54,3.48,11.2,0
white,7.5,0.24,9.9,25.0,115.0,0.99567,0.29,0.058,0.46,3.15,10.9,0
white,6.0,0.26,5.1,16.0,119.0,0.99416,0.33,0.051,0.41,3.15,9.2,0
white,6.0,0.26,5.1,16.0,119.0,0.99416,0.33,0.051,0.41,3.15,9.2,0
white,5.8,0.23,1.5,39.0,121.0,0.9887,0.32,0.033,0.35,2.96,12.0,0
white,5.8,0.23,1.5,37.0,121.0,0.98871,0.3,0.034,0.34,2.96,12.1,1
white,3.8,0.02,11.1,20.0,114.0,0.99248,0.31,0.036,0.44,3.75,12.4,1
white,6.2,0.22,5.25,44.0,145.0,0.99184,0.36,0.038,0.4,3.22,11.2,1
white,6.0,0.27,2.3,19.0,120.0,0.98952,0.31,0.042,0.41,3.32,12.7,1
white,6.9,0.54,7.9,23.0,169.0,0.99267,0.52,0.036,0.47,3.26,12.2,1
white,7.0,0.05,8.0,19.0,164.0,0.99269,0.55,0.036,0.46,3.26,12.2,1
white,5.8,0.16,1.4,44.0,99.0,0.98912,0.2,0.042,0.37,3.23,12.2,1
white,6.2,0.22,5.25,44.0,145.0,0.99184,0.36,0.038,0.4,3.22,11.2,1
white,6.0,0.27,2.3,19.0,120.0,0.98952,0.31,0.042,0.41,3.32,12.7,1
white,6.0,0.27,2.3,20.0,117.0,0.9895,0.29,0.044,0.41,3.31,12.7,1
white,5.7,0.29,3.5,27.0,146.0,0.98999,0.22,0.04,0.36,3.17,12.1,1
white,7.1,0.23,13.7,44.0,192.0,0.9981,0.46,0.045,0.53,3.11,9.4,0
white,6.6,0.3,9.9,64.0,174.0,0.995,0.21,0.041,0.5,3.07,10.1,1
white,6.9,0.2,15.4,57.0,201.0,0.99848,0.42,0.043,0.54,3.08,9.4,0
white,5.7,0.2,16.0,41.0,113.0,0.99862,0.22,0.044,0.46,3.22,8.9,1
white,5.7,0.2,16.0,41.0,113.0,0.99862,0.22,0.044,0.46,3.22,8.9,1
white,5.7,0.2,16.0,41.0,113.0,0.99862,0.22,0.044,0.46,3.22,8.9,1
white,5.7,0.2,16.0,41.0,113.0,0.99862,0.22,0.044,0.46,3.22,8.9,1
white,5.2,0.2,2.4,27.0,117.0,0.98886,0.31,0.027,0.45,3.56,13.0,1
white,7.2,0.35,5.5,37.0,183.0,0.99474,0.22,0.054,0.5,3.08,10.3,0
white,5.6,0.29,2.3,5.0,47.0,0.99126,0.18,0.04,0.45,3.07,10.1,0
white,6.2,0.27,16.8,48.0,129.0,0.99691,0.24,0.04,0.38,3.23,10.5,1
