fixed acidity,citric acid,residual sugar,free sulfur dioxide,total sulfur dioxide,density,volatile acidity,chlorides,sulphates,pH,alcohol,quality_label,type
7.612613083012899,0.34694695740028664,6.930530425997134,12.9789781949785,87.71571754505017,0.99394314350901,0.22,0.032042043610043,0.4354754310487817,3.0491591277991397,10.630530425997133,2,white
7.6,0.3,14.2,53.0,212.5,0.999,0.2,0.056,0.46,3.14,8.9,2,white
7.3,0.36,2.1,30.0,177.0,0.99085,0.25,0.034,0.4,3.25,11.9,2,white
7.310192847675594,0.31550964238377976,1.635576537374575,15.72884692525085,94.90672961212373,0.9916931916442843,0.28737505014130527,0.04035576537374575,0.523384491959864,3.1607595421011694,10.873750501413053,2,white
6.76748223287032,0.3311654821913546,4.995106602778084,57.88345178086454,122.97553301389043,0.9907364588877164,0.26723756300922347,0.024625888356484035,0.5146040616512941,3.2402446698610956,12.434964465740638,2,white
7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2,white
7.252840193770353,0.33715980622964714,1.7414794186889415,29.471598062296472,116.82100484425882,0.9913698813563925,0.22178995155741177,0.03352840193770353,0.48113607750814114,3.3165059321803763,11.448018159181649,2,white
7.283482758611932,0.33639137931019886,3.622620689631818,36.541293103470174,116.36086206898011,0.9906138775861912,0.26015258620609377,0.030165172413880684,0.4081956896550994,3.0477379310368184,12.444344827592046,2,white
5.500817118358001,0.17362687588857867,4.02069900146607,37.07172039941357,100.21516119824072,0.9906470268187979,0.29784838801759284,0.029071720399413574,0.3793645078416644,3.294262368046914,11.699591440820999,2,white
5.290189641473798,0.07607585658951933,1.8359166004566918,43.450948207368995,118.39873572350801,0.9894090189641473,0.42196207170524036,0.03539873572350801,0.36607585658951936,3.3299367861754003,12.235284462210696,2,white
6.360986738389459,0.3043946953557837,6.985427061142026,15.780265232210816,83.5851989241581,0.9922860573125271,0.2492599462079056,0.028780265232210816,0.4934307706647159,3.1124440322752567,11.38766577013176,2,white
6.712124433364067,0.4063626699907799,7.401544786949415,41.03025793290306,134.4545067996312,0.9914012358295595,0.4060600906617493,0.027151714868572145,0.32424248866728134,3.1130300453308744,12.448476473253425,2,white
6.593003116466756,0.44209906505997315,6.389331476314236,42.32594390359839,136.62798753413298,0.9905207828125367,0.42511950136531906,0.019766193220938873,0.3218600623293351,3.1225597506826595,12.739591273893083,2,white
7.359762106176323,0.29,3.8709600347002695,30.19524212352646,120.39048424705291,0.9930745284420555,0.32354800173501347,0.03997621061763229,0.5,3.3,11.059762106176322,2,white
6.5,0.3011379273520027,3.6886207264799733,36.221551816199934,93.10775908099967,0.99026,0.26886207264799733,0.03177241452959947,0.6155689636760013,3.2155689636760014,12.6,2,white
5.508794920668678,0.19623784128418809,2.6303752382598047,29.271987301671693,129.7280126983283,0.9899746992382332,0.4273615237993966,0.026407980952507543,0.7142426031573026,3.392719873016717,13.114413333244721,2,white
5.4630709388236145,0.10696351170055637,1.3043378404277766,42.04337840427777,118.76084460106944,0.9892708560845774,0.3754280422887492,0.03695662159572223,0.34674087792513913,3.348042230053472,12.339155398930558,2,white
5.4,0.15867398472538252,2.620439083522952,33.33699236269126,128.2652030549235,0.9886886234816379,0.5207178930776777,0.03467398472538252,0.5618243665908194,3.225194290217732,13.226520305492349,2,white
6.330492180032281,0.3368217283756053,1.5576230450080704,42.5762304500807,148.21188477495966,0.9907688144829571,0.1958913581219736,0.03745738270048422,0.59,3.321059423874798,11.76485596869956,2,white
6.705492082446422,0.33807777114375237,7.54256363895977,38.94507917553578,124.10984164892844,0.9912950811769902,0.3278031670214313,0.036082381236696326,0.32054920824464217,2.997688915424991,12.369793546544681,2,white
7.299000309262464,0.3705998144425212,1.1054982990564446,35.97500773156162,113.0,0.9909965010824187,0.389350201020602,0.04294501700943555,0.4797000927787394,3.3899000309262464,12.700999690737534,2,white
6.4291190771956215,0.30291190771956217,5.555709600708616,57.974714463173726,132.1011421473051,0.9914073572315869,0.1944290399291384,0.03197471446317373,0.6108890647734605,3.179747144631737,12.236704738243503,2,white
5.286092809097148,0.32139071909028516,1.5928255992419045,13.286976030323828,60.578368166781054,0.9897772627228808,0.17795808242590624,0.027713023969676173,0.7768652733287578,3.310044161061334,11.9,2,white
5.585855057435206,0.2633021175936618,2.510399053804208,31.13208470374647,119.13208470374647,0.9893597288443142,0.33207491777521175,0.022056677629971773,0.48339576481267643,3.514997553507185,12.927353412939441,2,white
6.671202881308649,0.3828007203271623,1.1719927967283774,44.71202881308649,147.14398559345676,0.9931688331350496,0.24848115252345965,0.04,0.5814398559345675,3.32,9.873572627567833,2,white
7.0,0.29,10.3,41.0,98.0,0.99564,0.12,0.039,0.38,3.19,9.8,2,white
5.6,0.33,2.9,21.0,73.0,0.98896,0.12,0.044,0.32,3.17,12.9,2,white
6.293656091424207,0.37526114938744337,3.927796319984725,24.352611493874434,125.35261149387443,0.9909672000907657,0.27294777012251137,0.03347388506125566,0.33352611493874434,3.2401120920826925,12.200560460413463,2,white
6.226807364249301,0.4263852715013987,2.1382577487255223,28.731926357506993,76.60844185495804,0.9895109654252918,0.5608127522775876,0.03704220927479019,0.4355725192238111,3.3058733721756295,12.7731926357507,2,white
6.434597322616307,0.3530805354767387,1.7308053547673867,43.0,149.30805354767386,0.9918540267738369,0.16037919678489201,0.036075839356978404,0.6554026773836933,3.385402677383693,11.172986613081534,2,white
5.8,0.28,4.3,46.0,115.0,0.98946,0.32,0.032,0.57,3.16,13.0,2,white
6.976789076239518,0.36696327712814447,5.854543291628682,41.88394538119759,122.88394538119759,0.9931591101686156,0.18044491569221674,0.05430367228718555,0.49767890762395184,3.151779662768867,10.941972690598796,2,white
8.98705523964225,0.43936990490750594,10.254521909493942,28.199314282984265,123.86712381134383,0.9968006857170157,0.27863695226265145,0.0355979428489528,0.4626575237731235,3.206643809432809,10.446506666029661,2,white
7.007777606974594,0.4542638227026553,6.154166026154729,27.423610043591214,110.76944401743648,0.9923210272610982,0.29498613886662844,0.039386108122055404,0.5753888803487297,3.401930540610277,12.269166794769054,2,white
8.175094954989044,0.3463022252439747,1.0124525225054777,16.75094954989045,92.12832342461657,0.9905800759639912,0.34011394598685385,0.03387547477494523,0.3287167657538343,3.0325284864967137,11.637737387472612,2,white
6.601119852538092,0.3594400737309537,1.1111985253809253,27.033595576142776,93.03359557614277,0.9888821064554323,0.16078389677666477,0.03116797788071388,0.3433595576142776,3.2311198525380926,13.172003686547686,2,white
5.384280478278827,0.31157195217211736,1.5846432934767645,13.614268260929421,62.378475435111824,0.9898083554847883,0.20414146087435375,0.02738573173907058,0.7048609825955272,3.3214993891325295,11.9,2,white
6.4843121149441485,0.3084312114944149,5.699211498854787,58.305872689664895,130.77650924134042,0.9915729363448325,0.1800788501145213,0.032305872689664894,0.6429010266676063,3.183058726896649,12.19255030804468,2,white
6.662931929905829,0.2959267017523543,3.1172425732077724,26.135776608254858,95.86422339174514,0.9912530715497466,0.3308621286603886,0.03356788830412743,0.49925654386676005,3.374202444431577,11.738254795365657,2,white
5.6,0.33,2.9,21.0,73.0,0.98896,0.12,0.044,0.32,3.17,12.9,2,white
7.412957297877409,0.39215954964623495,12.622256212735541,46.0,150.3477303309749,0.9941654472056602,0.36172763971698796,0.036218157352200804,0.4200220238757731,3.303499327185522,12.56954606619498,2,white
6.727779244547346,0.3201114338004162,3.179994719629553,35.17776604362123,96.5444415109053,0.9914171185623005,0.2316662266357961,0.04210002640185223,0.5043327172901145,3.1681109057633714,11.597771323991676,2,white
6.540747486548479,0.36876633153979727,4.358667553162984,9.444393850886403,73.7037374327424,0.9907054390694334,0.4477172580066026,0.0278518687163712,0.4617289572123733,3.1909860240841175,12.27037374327424,2,white
6.882135216232757,0.29410676081163784,1.9413319884051736,15.117336023189653,95.82399596521552,0.9922190910200569,0.24762684150732744,0.04341331988405173,0.6212262362896556,3.218853077796983,10.476268415073275,2,white
5.333674408915439,0.1630868208172485,4.194387598514094,37.0,99.91581397771141,0.990493265118217,0.3,0.02925255806686579,0.36673488178308766,3.297193799257047,11.822449605943627,2,white
6.721017122900024,0.33558899825375205,8.806227314987296,44.44110017462479,125.4411001746248,0.9938844317646774,0.19441100174624792,0.04942034245800048,0.4860508561450012,3.1867202912024934,11.0,2,white
7.86189081207107,0.46435115081319867,7.638638004700545,37.224310440913754,179.4081034803046,0.9930574281902792,0.32224310440913756,0.03319729883989847,0.38394597679796943,3.1536758607878164,12.221080464040613,2,white
6.323949581218893,0.29239495812188937,5.2822689111691234,57.343697487313364,134.62521005074655,0.9910918487436566,0.22177310888308766,0.03134369748731336,0.5498907571069583,3.1734369748731335,12.320840335024885,2,white
5.797229992066086,0.3188227466280864,4.036496211322167,29.993074980165215,129.0069250198348,0.9911536775925701,0.34083100238017433,0.02748961247024782,0.5664196290661311,3.399930749801652,12.357271270826526,2,white
6.7630449213090085,0.3721014973769669,1.8484059895078677,44.69420963277537,150.48405989507867,0.9924904359370472,0.181463893180114,0.03642029947539339,0.6415940104921323,3.42726089842618,10.927391015738198,2,white
6.9,0.32342217050578553,8.749500290904956,37.0,125.99666860603304,0.9922644457373554,0.32345548444545513,0.03833222286867768,0.32664445737355363,3.089700174542974,12.034554844454552,2,white
7.185185570572105,0.29059257717711584,3.2644453693730515,28.544443288283684,95.5148144294279,0.9921875922650137,0.31248154699725783,0.04017777315313474,0.6157407214713948,3.2717777315313477,11.476296912915368,2,white
7.04748961909798,0.3743380251761833,3.8292293608176076,45.80364557787157,184.08218734672295,0.9915589063266386,0.21753437959831173,0.034360729115574314,0.5568947850246608,3.2796802027131746,12.368036455778716,2,white
7.259103360552584,0.2909622738693509,1.8264625314071514,25.87971576633113,73.97594315326623,0.9888916839792714,0.4030235144472055,0.032288682160805285,0.34927829459798676,2.9650519378140925,12.997594315326623,2,white
5.757383484985018,0.17457011459271998,2.0106541287537456,30.11682339057818,130.0,0.9901933930940034,0.4197943579391855,0.029573834849850177,0.7096915369087782,3.3989345871246255,12.796915369087783,2,white
5.807917361616666,0.3173020659595834,1.9772231488222218,25.42326446801389,96.57673553198612,0.990843377069108,0.27386115744111106,0.033211632234006944,0.4244427691414583,3.509579751077361,11.275121904209028,2,white
7.1,0.29,14.8,22.0,142.0,0.99518,0.47,0.024,0.48,3.12,12.0,2,white
6.334191975641103,0.2811397325213701,4.346682918375272,27.54410699145196,81.45589300854803,0.9902790789909828,0.29797812764959064,0.05466901641879365,0.5656986626068505,3.2593754528632917,12.665808024358897,2,white
7.085539164075299,0.44572304179623506,6.974093080482828,25.686765015548207,126.2289216718494,0.992977107832815,0.25542156656301196,0.027228921671849402,0.34228921671849405,3.0646397260106335,11.12289216718494,2,white
6.546354936987712,0.46964342356163297,5.704952153432419,43.89302706848989,137.2139458630202,0.9902022816613809,0.4307290126024575,0.014998414027427657,0.3356893632881489,3.133922340822037,12.839540602734841,2,white
6.774325934214916,0.2835906875938595,5.261765022526287,14.179534379692976,106.28186248122809,0.9935507904708618,0.15,0.02917953437969298,0.45281862481228097,3.24179534379693,10.498743908831138,2,white
6.4768088696157315,0.28,4.339544124230819,18.836470061534495,105.79088248461638,0.9907676223531175,0.22859263849993558,0.027186323726924564,0.5688205763845262,3.082814723000129,12.032308645767893,2,white
5.817177161737489,0.38429429043437224,2.284664708410448,23.895695489833187,73.7239238724583,0.989046870864695,0.31545944556374006,0.03857057095656277,0.3453373355360404,3.227913909796664,12.863803806377085,2,white
7.375555482038617,0.37938888705096546,1.8,69.21555680534351,177.8777774101931,0.9908620555316625,0.20151110964077235,0.0363344448487876,0.7818333388471037,3.1515444551044003,12.430222192815446,2,white
6.925216440124933,0.35739177993753346,1.4495671197501339,39.74783559875067,122.62608220062467,0.9923739177993753,0.2474783559875067,0.041487013592504014,0.4424350679625201,3.2821753398126003,10.938257540437265,2,white
6.1681127250781165,0.3175983896417412,1.7960644143303524,28.100402589564702,96.37991948208706,0.991840161035826,0.2337991948208706,0.04106104673286823,0.5412209346573645,3.4287790653426353,10.813975844626118,2,white
6.210365764509595,0.31487042794363007,2.7798015729650842,38.512957205636994,95.512957205637,0.9899165319130169,0.25103657645095945,0.03576677029853412,0.7655945500834223,3.23512957205637,12.502591441127398,2,white
6.804756067200925,0.30984146442663585,6.888109831997688,32.98414644266358,121.0079267786682,0.9917777559842168,0.22142682016027757,0.03705548745067746,0.390871945653503,3.0222194980270984,11.893658577065434,2,white
6.777538751927482,0.3410155007709928,7.063998741647579,6.74153749357506,79.7076874678753,0.992188490991262,0.344615626606235,0.03789844992290072,0.4777538751927482,3.0503385002569976,11.684308757067434,2,white
6.512738644319933,0.31109076694600085,3.649123602419809,38.890923305399916,95.89092330539992,0.9902529217418059,0.28127386443199337,0.028963380502801492,0.6370860761640282,3.2389092330539992,12.578184661079984,2,white
5.0624098523527765,0.23102163543533374,2.8426983248238926,29.67518029529445,128.98722955705833,0.9893645808276529,0.41273737932938864,0.027350360590588894,0.6315880394646383,3.4136313103353055,13.197445911411666,2,white
7.173482903965698,0.29988966574295983,3.9911732594367857,49.248620821787,157.01103342570403,0.993977344602962,0.26966899722887944,0.04854137534639007,0.4153034192068605,3.03243104108935,9.769621204969292,2,white
7.56976667032831,0.3284883335164155,1.450166664051207,16.099666671897587,94.35049999215362,0.9913742866621681,0.3114783336733431,0.03850166664051207,0.46405333249638625,3.125531666169729,11.114783336733431,2,white
6.929313940342023,0.27767151491449416,8.387110313933269,35.58627880684047,121.64656970171012,0.9920962162448893,0.22,0.030534302982898828,0.35767151491449417,3.045862788068405,12.28794182102607,2,white
6.6,0.32,6.0,59.0,128.0,0.99192,0.15,0.033,0.71,3.19,12.1,2,white
6.712488930135184,0.3408325953423456,7.454207256170991,39.12488930135184,123.95837023288271,0.9913111780458788,0.3233392372612351,0.03679096557522833,0.3274933580811106,2.9949955720540737,12.341718326035807,2,white
7.246735449301773,0.3413316137674557,2.5734966920917106,33.86683862325443,108.19974206511836,0.9909414734779524,0.3033290344186392,0.04333419311627216,0.5280025793488166,3.3433548279068037,12.753393518139053,2,white
6.95769590698168,0.28830783627926715,9.766968427969164,40.66156725585344,97.91539181396335,0.9951848079591229,0.1352294734865953,0.03891539181396336,0.3986138009280609,3.1908460818603666,10.036902920902595,2,white
6.872634646472004,0.3030946141411199,2.5143231515328086,29.482096060583988,95.827365353528,0.9924532605504989,0.2593478899002406,0.04392838424233596,0.6313682676763999,3.3092838424233597,10.976215434355206,2,white
6.755813158641813,0.28023252634567253,7.2232457988868495,39.04650526913451,97.51162631728363,0.9930125495869859,0.20790726288894718,0.03851162631728362,0.4874422101976021,3.1948837368271636,11.167446311605845,2,white
6.422626411541915,0.35547471769161704,1.7547471769161702,43.0,149.5474717691617,0.9919737358845808,0.15678792346257445,0.0353575846925149,0.6673735884580851,3.397373588458085,11.113132057709574,2,white
7.0,0.2751157130913767,8.776760033441452,37.75578565456883,122.15115713091377,0.9924160414178225,0.21244214345431164,0.031232399665585473,0.36418514094620275,3.0675578565456885,12.27326430362935,2,white
6.8396822413332625,0.42206355173334736,7.322224310667158,30.132274137777543,109.33862931111229,0.9915315352070224,0.27735451724444915,0.02933862931111228,0.5556087241778386,3.077354517244449,12.513227413777754,2,white
7.6,0.3,14.2,53.0,212.5,0.999,0.2,0.056,0.46,3.14,8.9,2,white
6.836511186945698,0.2497819491841061,1.8021805081589393,34.0,129.79563898368212,0.9920974087978538,0.3055451270397348,0.04138691695104637,0.5030654152447682,3.406498483123444,10.955451270397347,2,white
7.0,0.34136351348985566,4.023847969956595,40.602263511739174,123.0,0.9926302236479507,0.20261385139275262,0.04661358107043504,0.4627270269797113,3.1379547297652164,11.093182432550721,2,white
6.879268255945326,0.28922524761838364,2.1870157797614898,29.0,128.2596844047702,0.9931585580160541,0.2859684404770204,0.04166284035706816,0.6568794863100633,3.346492110119255,11.224605505962757,2,white
7.366508209699274,0.34,3.232065677594192,34.0,108.0,0.9912162705242482,0.33990492581956433,0.04266983580601452,0.5033967161202905,3.2868409693307985,12.8,2,white
6.622485386083512,0.2781499025738901,4.770019485221985,15.110058455665952,106.07495128694504,0.9927244107372777,0.2055029227832976,0.029740038970443968,0.42484814890391154,3.2362998051477803,10.955029227832977,2,white
6.273673176508562,0.3064477132341074,1.8355228676589257,15.986862794046447,96.0,0.9913660326324217,0.2597372558809289,0.04202627441190711,0.5873673176508563,3.338554907345109,11.255281088173588,2,white
7.955090829084393,0.3545575739796532,6.8544242602034675,12.408181951526009,89.04757544643931,0.9942095150892878,0.22,0.03318363609694798,0.4031303105864739,3.02632727806104,10.554424260203469,2,white
5.509579467572373,0.33,2.606133269610213,19.191589351447465,69.83528136503307,0.9891385805515446,0.12791179658741733,0.04038317870289493,0.43754669215591474,3.199386673038979,12.673948668930933,2,white
6.485250724695749,0.24117994202434,14.492625362347875,19.941002898782997,96.04424782591275,0.9945571976376922,0.32734513044523494,0.04774926231982775,0.30117994202434,3.0629498550608503,11.5,2,white
5.762897338747191,0.3096951522332162,4.196951522332162,32.639134979698035,128.0,0.9904833558953601,0.3893772812354636,0.03282464828596208,0.452884315516222,3.295260551421138,12.338118820475422,2,white
6.6623457656459575,0.3827932207057446,2.832406757655322,34.0,103.62345765645956,0.9904129627030621,0.2675308468708086,0.04114969503995318,0.5278549144473618,3.2091511847535745,12.696759324234469,2,white
4.653907431866363,0.3290622163520728,3.741403649894001,30.492185136267274,127.76172229559909,0.9891644146416145,0.3555470404612909,0.028984370272534546,0.46410204706520897,3.4422264797693547,12.952344459119818,2,white
7.3430186282986565,0.3355148179513902,3.8739077053820683,34.22425910243049,106.87870448784754,0.9914490834039064,0.40430186282986563,0.041794072819443924,0.4522425910243049,3.171396274340269,12.620592718055608,2,white
6.999199625709969,0.38008003742900304,4.256795383756294,32.0080037429003,105.0,0.9905444789769406,0.2532799750473313,0.032392027447935554,0.3837601996213495,3.0835200873343402,12.667200249526687,2,white
7.294785453589082,0.3900946059251199,7.854026362082258,47.81518183013648,184.70143030940613,0.9935412321211324,0.2518481816986352,0.024772496958539288,0.37412321211324234,3.2005214546410916,11.594785453589083,2,white
6.22974103813815,0.2721623506356358,1.9567529872872833,30.189176624290944,118.59458831214548,0.9902075833365149,0.2872964805789114,0.026270351942108864,0.4940541168785453,3.448647078036368,12.189176624290944,2,white
7.404655195295857,0.3028916328072694,13.182364375114123,45.149507421851226,154.4019703125951,0.9972521944024738,0.2273768554628061,0.05311280703186817,0.38906896094082855,2.9728916328072694,9.383078945219776,2,white
7.925420354458991,0.3972898227705047,3.728584103211362,50.0,151.7457964554101,0.993222057518787,0.32321460258028406,0.039424336197381685,0.4289911492984225,3.3534026530558356,11.208407089179811,2,white
6.9,0.28,4.4,14.0,107.0,0.99347,0.15,0.029,0.46,3.24,10.4,2,white
7.827300866807067,0.34757669556023557,6.949079653277173,10.757669556023558,87.7638052008424,0.9939378530748407,0.2349079653277173,0.03573926262156702,0.40236194799157593,3.0174539826638584,10.72361947991576,2,white
6.96504600019815,0.2917476999900925,9.740736003170404,40.82523000099075,97.82523000099076,0.9951777333526205,0.13485544991578613,0.03795138000594451,0.39922469989101733,3.194369249975231,10.044677998612949,2,white
5.233522991648064,0.3384527850008586,3.687106541673822,29.0,118.51289345832618,0.9899232082249871,0.2942406168740341,0.033590254208283245,0.5087391029145918,3.4058740933356226,12.59484261666953,2,white
5.9010657923560075,0.31855620296634274,1.8887594067314502,37.71124059326855,94.56686088990283,0.9895755037626925,0.21721898516828625,0.042834304449514124,0.8937984949229679,3.2285562029663426,12.428875940673144,2,white
5.860851103272651,0.19608511032726506,3.4364681994906867,28.53914889672735,133.6868088261812,0.9905346554051344,0.39548084554182894,0.039364681994906864,0.6455702021163843,3.334697867607282,12.93914889672735,2,white
6.9767822761315434,0.2808959514816107,9.060693656789262,37.0,122.69653171605368,0.9921221194776946,0.25250481341583886,0.029553949625530193,0.33535645522630875,3.0460693656789264,12.476782276131544,2,white
5.871084223313482,0.3471084223313482,3.3638529128966024,89.83936731283157,170.0,0.991072689603687,0.20317263754629158,0.04168273624537084,0.7815262944775301,3.3894778964417975,11.776305258895507,2,white
7.724739222742352,0.3419374134581646,7.165573709966825,37.09687067290823,161.1505215545153,0.994247511123425,0.2719374134581646,0.053891202806708324,0.3715052155451529,3.246453060093623,11.079582756387763,2,white
7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2,white
6.847372109153784,0.3447372109153784,3.086177295336655,22.0,110.6645059550956,0.9898092151364423,0.2476313945423108,0.032473721091537844,0.42960406452502026,3.149935178652868,12.695392431778885,2,white
6.560402981478744,0.37604029814787443,1.4257263765495964,44.0693532098583,148.39597018521255,0.9928950795864079,0.20881442654220628,0.03720805962957489,0.6311855734577937,3.366532339507085,10.251452753099192,2,white
6.28760750821052,0.19239249178947948,3.599139934315836,22.876075082105206,108.50430032842083,0.9900337685968841,0.39388976067367665,0.026876075082105204,0.5523924917894795,3.2953870295578738,12.837177475368438,2,white
6.786213387765179,0.4182813796004025,7.855052326344181,30.137866122348207,110.0,0.9917351276244202,0.2951652734583027,0.029931066938825895,0.6030972816230795,3.0930972816230797,12.527573224469641,2,white
6.903457120270012,0.4474157093918361,1.7413999472966966,31.327571466216646,112.3448570675667,0.9900117371097293,0.2894814319594981,0.032655142932433295,0.4462057172973316,3.2848314187836722,12.637942827026684,2,white
6.7410100210413155,0.27959489506907337,4.290122140701163,31.0,120.95948950690735,0.9923317148427414,0.3791897901381468,0.0360227528862896,0.4965316316896911,3.3867092077577214,11.758989978958684,2,white
6.656967652521766,0.3307274260608676,3.258194084869405,34.642419131304415,102.28483826260883,0.9911357580868695,0.3392725739391324,0.04156354436347946,0.5100613216173819,3.3086064694956465,12.178790434347793,2,white
5.3920711931524,0.17062359920989234,4.178752801580216,37.141647989465234,99.71670402106953,0.9904893764007902,0.2992917600526738,0.02885835201053477,0.37699775873582775,3.295750560316043,11.856659195786094,2,white
6.533199896878047,0.283279958751219,3.9668001031219524,37.66399793756095,96.66800103121953,0.9902898799071902,0.29668001031219526,0.03434801134341479,0.6,3.2132799587512193,12.6,2,white
4.883409657431368,0.39,3.9061106495003663,30.82095938613653,126.4628781584096,0.9893551114803998,0.3074671570295571,0.03107424368318082,0.37253284297044287,3.4277726895045753,12.692575631681919,2,white
6.706392495498995,0.34031962477494976,7.535158725244472,38.93607504501005,124.03196247749497,0.9912418261166732,0.3309588743248492,0.036063924954989945,0.32,2.99031962477495,12.4,2,white
6.996022080260228,0.35960220802602283,6.487514234274981,41.80110401301141,123.07955839479544,0.9931171488681115,0.1775580475055665,0.05432375364423879,0.49283974446841067,3.105624288286251,11.055690876356806,2,white
7.015358091182465,0.37415702905810416,2.187644564128438,34.0,106.2921485470948,0.9904522519914831,0.26584297094189585,0.04570785145290521,0.5072286472945973,3.229064721943934,12.8,2,white
6.7210606866053695,0.3536817940183891,6.779015836145642,34.31591029908054,115.68408970091946,0.9912468485492844,0.32473482834865763,0.040315145071570434,0.31737124031187935,2.972106068660537,12.210530343302684,2,white
7.276277570409204,0.36876431237595947,5.354691453785181,32.721586116624024,108.63920694168799,0.991578764312376,0.3752555140818408,0.03680396529156006,0.49474448591815917,3.1208237917493604,12.704118958746802,2,white
5.80157844520161,0.3406313780806441,1.8268335684273733,95.79480212379067,170.0631378080644,0.9903582868373084,0.1707103003407246,0.04485793993185508,0.8960538869959745,3.380157844520161,11.803946113004026,2,white
8.074939236297466,0.35,1.7456990396928571,37.94103349717051,102.97051674858525,0.9925300988052951,0.27073708128536866,0.03,0.6295577512287788,3.2220638275990323,10.430957413985483,2,white
6.065319739645862,0.34884399132152866,1.6661278958583443,42.1075193057223,150.0,0.9910687807200029,0.1901616312424967,0.029983836875750333,0.6676879826430573,3.3999191843787515,11.669360520708278,2,white
5.726540048585406,0.3270225870921081,2.8181211450329724,21.372176613486488,73.0744353226973,0.9889547895274111,0.14158624358221636,0.043106776127632425,0.3222330596809189,3.1543685822335674,12.90744353226973,2,white
7.3168909954277614,0.32779273302851747,5.451244864576964,36.30518167428706,115.0844549771388,0.991119020852972,0.28,0.02738963665142587,0.40084454977138806,2.99,12.3,2,white
6.94195957589617,0.285454744866502,2.3832161696415324,49.04195957589617,158.7062829687268,0.9943580404241038,0.21293717031273182,0.05549648508924597,0.47083919151792336,3.0380426176353525,8.879723194202722,2,white
7.307376441276264,0.24177034590630342,8.083771829192218,32.08851729531517,161.98524711744747,0.9950655421750985,0.17177034590630347,0.11983452227835023,0.37985247117447474,3.1713277594297273,10.411802306042024,2,white
7.6,0.3,14.2,53.0,212.5,0.999,0.2,0.056,0.46,3.14,8.9,2,white
7.0,0.29,10.3,41.0,98.0,0.99564,0.12,0.039,0.38,3.19,9.8,2,white
6.0946381255844795,0.312042558575485,1.77957441424515,16.3225535145291,96.0,0.9910415316026219,0.266451070290582,0.041354892970941796,0.569463812558448,3.375480886598201,11.54621304592522,2,white
5.528571585680432,0.2971428414319568,1.5726190345266307,14.095238618934774,65.02381240414125,0.9898540476687988,0.24261908951478187,0.026904761381065227,0.5990475038343499,3.338333351662717,11.9,2,white
7.909640189916795,0.47719902690487925,8.853165308614791,40.12949762604006,180.60239873388804,0.9935924700158264,0.32870502373959937,0.03194580221569594,0.37924700158263996,3.1390359810083206,12.209640189916795,2,white
5.8,0.34,1.8,96.0,170.0,0.99035,0.17,0.045,0.9,3.38,11.8,2,white
6.640979629250139,0.28,6.9758442748868035,43.70641919295417,115.76452693568194,0.9923652023555914,0.2435473064318056,0.04576148484227499,0.5929358080704583,3.2058716161409166,11.853209596477084,2,white
5.984344454584526,0.4010420875161168,5.110420875161168,31.80870829530803,128.0,0.991657025609298,0.30356652384849636,0.0308869860223854,0.4058268034007883,3.3533904193284383,11.812181920361752,2,white
7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2,white
6.902515260304909,0.35512576301524545,3.287423698475453,23.949694793901813,110.53772890457364,0.9902924542190853,0.3813528725578814,0.034,0.47261050271033606,3.2241196588932817,12.648742369847545,2,white
5.4,0.15,2.1,29.0,130.0,0.98953,0.46,0.026,0.77,3.39,13.4,2,white
6.990518222483794,0.3152591112418971,9.955182224837943,37.0,130.71554667451383,0.9935275854220129,0.3495700447321736,0.04443109334902765,0.3309481777516206,3.1070671995291703,11.662072889935176,2,white
6.412635922497222,0.35747281550055565,1.774728155005557,43.0,149.74728155005556,0.9920736407750278,0.15379077674916647,0.0347581553498333,0.6773640775027784,3.4073640775027783,11.063179612486108,2,white
6.06260401536283,0.31529395794532905,10.713449712912498,30.819328871819078,114.0966443590954,0.9943110121221302,0.2718067112818092,0.034915973230914464,0.4998738240999014,3.301218795391151,10.861342256361844,2,white
6.6592693331270105,0.3798173332817526,1.2018266671824742,44.592693331270105,147.20365333436496,0.9930315973309607,0.24370773325080414,0.04,0.5820365333436495,3.32,9.986941335293402,2,white
6.9,0.28938094473684356,8.940982185855255,37.0,127.27321457236837,0.9931154763815789,0.27664879901315986,0.038757738190789454,0.3351547638157891,3.204589311513153,11.566487990131598,2,white
7.3,0.27,13.9,45.0,155.0,0.99807,0.19,0.057,0.41,2.94,8.8,2,white
7.435426923609971,0.396199711631745,11.642995674476174,38.26570192707479,139.35426923609973,0.997037843754331,0.26202894218775646,0.04336714903646261,0.5640419714403595,3.1716425481768695,9.91272067101136,2,white
6.46627442440427,0.30961707236695835,2.3394694900913544,23.547865954130206,73.50957319082605,0.9889243298766421,0.2677762253395519,0.0378851217100875,0.3352871957247812,3.0629896299265313,12.950957319082605,2,white
7.783784554311551,0.4220465742122017,10.582620199006508,45.691120791873644,152.23551683250543,0.9942895692684512,0.362780197968411,0.03903085941128526,0.31324308913768983,3.0920465742122016,11.49537108830721,2,white
